Stattrak,Weapon Name,Skin Name,Range Delimeter,#FN,#MW,#FT,#WW,#BS,$FN,$MW,$FT,$WW,$BS,floatAvg,Avg Cost,Avg Profit,Net Profit After Steam ($)
False,Glock-18,Winterized,Max,0,0,0,0,10,0.58,0.21,0.12,0.09,0.09,0.45,0.9,0.96,-0.07
False,MP7,Akoben,Max,0,0,0,0,10,0.27,0.18,0.11,0.14,0.1,0.45,1.0,1.07,-0.07
False,Sawed-Off,Zander,Min,0,0,0,10,0,0.39,0.16,0.11,0.1,0.09,0.45,1.0,1.07,-0.07
False,FAMAS,Meow 36,Min,0,0,0,10,0,0.53,0.21,0.12,0.09,0.08,0.45,0.9,0.96,-0.07
True,Sawed-Off,Zander,Min,0,0,1,9,0,0.98,0.5,0.22,0.16,0.16,0.4429999999999999,1.66,1.83,-0.07
True,Sawed-Off,Morris,Max,0,0,8,1,1,0.91,0.28,0.14,0.12,0.12,0.203,1.36,1.48,-0.07
False,Sawed-Off,Yorick,Max,0,0,0,10,0,0.45,0.18,0.09,0.08,0.07,0.38,0.8,0.85,-0.07
False,Five-SeveN,Capillary,Max,0,0,0,0,10,0.3,0.18,0.11,0.18,0.1,0.45,1.0,1.07,-0.07
False,Nova,Wood Fired,Max,0,0,9,1,0,0.25,0.14,0.08,0.09,0.08,0.173,0.81,0.85,-0.07
False,Glock-18,Winterized,Max,0,0,0,9,1,0.58,0.21,0.12,0.09,0.09,0.387,0.9,0.96,-0.07
False,G3SG1,Ventilator,Max,0,10,0,0,0,0.29,0.16,0.08,0.11,nan,0.07,1.6,1.76,-0.07
True,Tec-9,Rebel,Max,0,0,8,1,1,2.73,1.24,0.68,0.52,0.53,0.203,6.49,7.38,-0.07
True,MAG-7,Sonar,Max,0,0,9,1,0,1.11,0.47,0.29,0.29,nan,0.173,2.9,3.25,-0.07
False,CZ75-Auto,Polymer,Max,0,9,1,0,0,0.34,0.17,0.13,0.14,0.15,0.078,1.66,1.83,-0.07
True,Nova,Ranger,Max,0,0,8,1,1,2.09,0.7,0.3,0.26,0.26,0.203,2.92,3.27,-0.07
False,SCAR-20,Blueprint,Max,0,0,0,0,10,0.34,0.18,0.11,0.14,0.1,0.45,1.0,1.07,-0.07
False,SG 553,Danger Close,Max,0,0,9,1,0,0.28,0.15,0.08,0.09,0.07,0.173,0.81,0.85,-0.07
True,MAG-7,Insomnia,Max,0,0,8,1,1,3.71,1.27,0.68,0.52,0.53,0.203,6.49,7.38,-0.07
False,MAC-10,Carnivore,Max,0,9,1,0,0,0.39,0.15,0.11,0.1,0.1,0.078,1.46,1.6,-0.07
False,PP-Bizon,Jungle Slipstream,Max,0,0,8,1,1,0.27,0.17,0.11,0.11,0.17,0.203,1.16,1.24,-0.08
False,SG 553,Aerial,Max,0,0,9,1,0,0.32,0.18,0.1,0.13,0.1,0.173,1.03,1.09,-0.08
False,Negev,Drop Me,Max,0,7,1,1,1,0.4,0.2,0.12,0.08,0.08,0.147,1.68,1.84,-0.08
False,Sawed-Off,Zander,Min,0,0,1,9,0,0.39,0.16,0.11,0.1,0.09,0.4429999999999999,1.01,1.07,-0.08
False,MAC-10,Monkeyflage,Max,0,7,1,1,1,0.42,0.2,0.12,0.08,0.08,0.147,1.68,1.84,-0.08
False,XM1014,Slipstream,Max,9,1,0,0,0,0.28,0.15,0.08,0.1,0.1,0.007,2.67,2.98,-0.08
False,PP-Bizon,Osiris,Max,0,0,10,0,0,1.33,0.83,0.59,0.54,0.63,0.15,5.9,6.69,-0.08
False,Sawed-Off,Zander,Max,0,0,0,10,0,0.39,0.16,0.11,0.1,0.09,0.38,1.0,1.06,-0.08
False,Sawed-Off,Yorick,Max,0,0,9,1,0,0.45,0.18,0.09,0.08,0.07,0.173,0.89,0.93,-0.08
False,UMP-45,Roadblock,Max,0,7,1,1,1,0.47,0.2,0.12,0.08,0.08,0.147,1.68,1.84,-0.08
True,FAMAS,Meow 36,Max,0,0,8,1,1,1.84,0.53,0.27,0.21,0.2,0.203,2.57,2.86,-0.08
False,Glock-18,Warhawk,Max,0,10,0,0,0,0.83,0.29,0.21,0.21,0.2,0.07,2.9,3.24,-0.08
False,Five-SeveN,Capillary,Max,0,0,8,1,1,0.3,0.18,0.11,0.18,0.1,0.203,1.16,1.24,-0.08
False,Tec-9,Jambiya,Max,0,0,0,0,10,0.81,0.32,0.27,0.19,0.17,0.45,1.7,1.87,-0.08
True,CZ75-Auto,Vendetta,Max,0,0,0,10,0,2.1,0.69,0.31,0.26,0.26,0.38,2.6,2.89,-0.08
False,XM1014,Scumbria,Min,0,0,0,0,10,0.64,0.28,0.14,0.12,0.11,1.0,1.1,1.17,-0.08
True,SG 553,Danger Close,Max,0,0,8,1,1,1.23,0.33,0.15,0.21,0.12,0.203,1.53,1.66,-0.09
False,Five-SeveN,Capillary,Max,0,0,9,1,0,0.3,0.18,0.11,0.18,0.1,0.173,1.17,1.24,-0.09
True,SG 553,Danger Close,Min,0,0,0,0,10,1.23,0.33,0.15,0.21,0.12,0.8,1.2,1.27,-0.09
False,Dual Berettas,Elite 1.6,Max,0,0,9,1,0,0.3,0.14,0.09,0.12,0.08,0.173,0.93,0.97,-0.09
False,MAG-7,Foresight,Max,0,0,8,1,1,0.26,0.14,0.08,0.08,0.08,0.203,0.8,0.82,-0.09
False,MAG-7,Foresight,Min,0,1,1,1,7,0.26,0.14,0.08,0.08,0.08,0.5879999999999999,0.86,0.89,-0.09
False,XM1014,Scumbria,Min,0,0,0,1,9,0.64,0.28,0.14,0.12,0.11,0.945,1.11,1.17,-0.09
False,Five-SeveN,Flame Test,Max,0,10,0,0,0,0.27,0.12,0.08,0.08,0.07,0.07,1.2,1.28,-0.09
True,SG 553,Cyberforce,Min,0,0,1,1,8,3.55,1.37,0.66,0.54,0.53,0.8030000000000002,5.44,6.15,-0.09
False,R8 Revolver,Grip,Max,0,10,0,0,0,0.29,0.12,0.08,0.07,0.07,0.07,1.2,1.28,-0.09
False,P2000,Urban Hazard,Max,0,10,0,0,0,0.26,0.12,0.07,0.08,0.07,0.07,1.2,1.28,-0.09
True,Tec-9,Rebel,Min,0,0,1,1,8,2.73,1.24,0.68,0.52,0.53,0.883,5.44,6.15,-0.09
False,AUG,Amber Slipstream,Max,0,0,10,0,0,0.38,0.24,0.16,0.14,0.12,0.15,1.6,1.73,-0.09
False,MAC-10,Classic Crate,Max,0,0,8,1,1,0.32,0.13,0.08,0.08,0.07,0.203,0.79,0.81,-0.09
True,Sawed-Off,Black Sand,Min,0,0,0,0,10,0.88,0.29,0.14,0.12,0.12,0.9,1.2,1.27,-0.09
False,Galil AR,Destroyer,Max,0,0,0,10,0,0.39,0.21,0.11,0.1,0.08,0.38,1.0,1.05,-0.09
False,XM1014,Oxide Blaze,Max,0,10,0,0,0,0.24,0.12,0.07,0.08,0.07,0.07,1.2,1.28,-0.09
True,Sawed-Off,Morris,Max,0,0,9,1,0,0.91,0.28,0.14,0.12,0.12,0.173,1.38,1.48,-0.09
True,PP-Bizon,Harvester,Max,0,7,1,1,1,1.18,0.36,0.21,0.18,0.18,0.147,3.09,3.45,-0.09
True,SCAR-20,Powercore,Max,0,0,9,1,0,3.69,1.21,0.55,0.54,0.64,0.173,5.49,6.21,-0.09
True,MAG-7,Insomnia,Min,0,0,1,1,8,3.71,1.27,0.68,0.52,0.53,0.883,5.44,6.15,-0.09
True,MAC-10,Lapis Gator,Max,0,10,0,0,0,1.49,0.95,0.5,0.66,0.34,0.07,9.5,10.82,-0.09
False,MP9,Black Sand,Max,0,10,0,0,0,0.27,0.12,0.08,0.08,0.07,0.07,1.2,1.28,-0.09
True,MAG-7,Foresight,Min,0,0,0,0,10,0.71,0.38,0.18,0.21,0.2,0.7,2.0,2.2,-0.09
True,AUG,Amber Slipstream,Max,0,0,9,1,0,1.01,0.58,0.3,0.36,0.38,0.173,3.06,3.41,-0.09
False,PP-Bizon,Night Riot,Max,0,10,0,0,0,0.25,0.12,0.08,0.08,0.07,0.07,1.2,1.28,-0.09
True,MAC-10,Ensnared,Max,0,10,0,0,0,2.15,0.52,0.21,0.21,0.21,0.07,5.2,5.87,-0.09
True,Sawed-Off,Black Sand,Min,0,0,0,1,9,0.88,0.29,0.14,0.12,0.12,0.8549999999999999,1.2,1.27,-0.09
False,Sawed-Off,Spirit Board,Max,0,0,9,1,0,0.28,0.14,0.09,0.1,0.09,0.173,0.91,0.94,-0.09
False,MP9,Modest Threat,Max,0,0,9,1,0,0.29,0.15,0.08,0.11,0.08,0.173,0.83,0.85,-0.09
False,Dual Berettas,Shred,Max,0,0,10,0,0,0.37,0.26,0.16,0.19,0.21,0.15,1.6,1.73,-0.09
False,SG 553,Aloha,Max,0,10,0,0,0,0.24,0.12,0.08,0.08,0.07,0.07,1.2,1.28,-0.09
False,FAMAS,Meow 36,Min,0,0,1,9,0,0.53,0.21,0.12,0.09,0.08,0.4429999999999999,0.93,0.96,-0.1
False,Sawed-Off,Yorick,Min,0,0,0,0,10,0.45,0.18,0.09,0.08,0.07,1.0,0.7,0.69,-0.1
False,PP-Bizon,Harvester,Max,0,0,10,0,0,0.43,0.16,0.12,0.17,0.12,0.15,1.2,1.27,-0.1
True,MAC-10,Ensnared,Max,0,9,1,0,0,2.15,0.52,0.21,0.21,0.21,0.078,4.89,5.51,-0.1
False,Negev,Desert-Strike,Max,0,0,9,1,0,0.26,0.15,0.1,0.1,0.09,0.173,1.0,1.03,-0.1
False,SCAR-20,Blueprint,Min,0,0,0,1,9,0.34,0.18,0.11,0.14,0.1,0.72,1.04,1.08,-0.1
False,Tec-9,Ice Cap,Max,0,0,10,0,0,0.63,0.35,0.12,0.16,0.12,0.15,1.2,1.27,-0.1
True,M249,Aztec,Max,0,0,0,0,10,3.51,1.89,1.01,0.87,0.69,0.45,6.9,7.82,-0.1
False,Five-SeveN,Scrawl,Max,0,0,8,1,1,0.37,0.14,0.08,0.08,0.09,0.203,0.81,0.82,-0.1
False,M4A4,Poly Mag,Min,0,0,1,9,0,0.85,0.22,0.12,0.09,0.09,0.4429999999999999,0.93,0.96,-0.1
False,Glock-18,Winterized,Min,0,0,1,9,0,0.58,0.21,0.12,0.09,0.09,0.4429999999999999,0.93,0.96,-0.1
False,MP5-SD,Kitbash,Max,0,10,0,0,0,1.47,0.95,0.54,0.43,0.39,0.07,9.5,10.81,-0.1
False,Five-SeveN,Violent Daimyo,Max,0,0,10,0,0,0.51,0.22,0.12,0.21,0.12,0.15,1.2,1.27,-0.1
True,MAG-7,Foresight,Min,0,0,0,1,9,0.71,0.38,0.18,0.21,0.2,0.675,2.01,2.2,-0.1
True,MP9,Food Chain,Max,0,0,10,0,0,24.15,8.5,4.77,3.18,2.68,0.15,47.7,54.73,-0.1
False,P250,Ripple,Max,0,0,8,1,1,0.3,0.18,0.11,0.13,0.17,0.203,1.18,1.24,-0.1
True,P2000,Lifted Spirits,Min,0,0,0,0,10,0.91,0.38,0.17,0.16,0.2,1.0,2.0,2.19,-0.1
False,SCAR-20,Poultrygeist,Max,0,0,8,1,1,0.27,0.14,0.08,0.08,0.09,0.203,0.81,0.82,-0.1
False,P2000,Lifted Spirits,Max,0,0,8,1,1,0.3,0.14,0.08,0.08,0.09,0.203,0.81,0.82,-0.1
False,M249,Aztec,Max,0,8,1,1,0,1.57,1.0,0.62,0.59,0.43,0.109,9.21,10.47,-0.1
