nameID,market_name,market_hash_name,border_color,image,latest,min,avg,max,mean,median,unstable,unstable_reason,first_seen
175945605,Sticker | dupreeh (Gold) | Boston 2018,Sticker | dupreeh (Gold) | Boston 2018,#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRfQ1_ESOr_h56LHE59IjtTo6q3LgJo7PTHfTkM6t_jw4aIx6KnZbnTzjgJ7JEh3bmR8Nil2Abk80tqNWqicY-QdwRoNUaQpAbSRZT6oQ,172.03,3.0,22.24,333.84,33.26,13.185,True,NO_SALES_3PLUS_MONTHS,1514678400000
75982448,Sticker | dupreeh | Cluj-Napoca 2015,Sticker | dupreeh | Cluj-Napoca 2015,#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulReQFnaFbT8goDAWlpLIRFHpL-gI0kwh6WaJj8TvY7hwdbdz_KgYbiAxDgG6sRz3O2S8dut2Qfi_EBpMm37OsbLJeKc5Kk6,1.8,0.88,1.5,2.1,1.49,1.5,True,LOW_SALES_3PLUS_MONTHS,1445382000000
61699227,Sticker | dupreeh | Cologne 2015,Sticker | dupreeh | Cologne 2015,#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulReQ0DfQOqohZ-CBhJnLANosq-1OQJl272YdGlHvIzhltXSwPGlMeqBwm4BuJx3ieqVo9SniVbsqkE9ZGymcICcbEZgNusxziDE,1.24,0.58,1.42,2.11,1.39,1.346,True,LOW_SALES_3PLUS_MONTHS,1439593200000
157485924,Sticker | dupreeh | Cologne 2016,Sticker | dupreeh | Cologne 2016,#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulReQ0DfQOqohZ-CBRJnLANosq-1OQJl273LJ2tGvN63xtWPw6OnarnQw20D7sByiLmWoY_x3Fbtr0BlZ2incdWSbEZgNkL7UZev,4.95,2.56,4.2,5.08,4.15,4.428,True,LOW_SALES_3PLUS_MONTHS,1466809200000
176036702,Sticker | dupreeh | Katowice 2019,Sticker | dupreeh | Katowice 2019,#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRWTVjfUO2u0p2DAgQ7Ng1Qib6wOxVl1vuGcmhGu47ixobfxvHwNuOFk29SsJQp2r_Co9yk2Q3grkNtZGvycNfBcBh-Pw9A-PNj3g,0.31,0.18,0.3,0.39,0.29,0.3,False,False,1549497600000
175905862,Sticker | dupreeh | Krakow 2017,Sticker | dupreeh | Krakow 2017,#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRWXk3bSPP_h56EHE59IjtTo6q3LgJonfHKKGlAu4rmx4WOx6Ksa--Dwm4IvZwm2OySoNmg0QPm_hZqNTvxco6LMlhpSXZZaAw,2.47,0.85,1.91,2.62,1.88,1.9085,True,LOW_SALES_3PLUS_MONTHS,1499382000000
176004590,Sticker | dupreeh | London 2018,Sticker | dupreeh | London 2018,#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRRQ0LUSOr_h56LHE59IjtTo6q3LgJonaaQIzsRtY3ml9SNkvH1Y7jXlDxXv8Qoi76QpI732VLl_RBuZ2v1cteLMlhpYoS2X8Y,0.6,0.28,0.44,0.63,0.44,0.423,True,LOW_SALES_3PLUS_MONTHS,1535583600000
144424332,Sticker | dupreeh | MLG Columbus 2016,Sticker | dupreeh | MLG Columbus 2016,#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulReQ0DFSua4xJ2DAgs7Ng1Qib6wOxVl1vuGJD8XvIjvzNePlfKlZLjTwG5Xu8Eo276S9o7x2AHi80FsMW7yJ9WWJxh-Pw_rhj94-Q,1.54,0.95,1.33,1.77,1.32,1.285,True,LOW_SALES_3PLUS_MONTHS,1458259200000
176339568,Sticker | dupreeh | Rio 2022,Sticker | dupreeh | Rio 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRPRUOCF7b_mNzaVGJwMBRFs7-tFAthwfTNP2lE6Y7hxNfalKCnN76AwG0E7cdz3O2Z8d-j3gXl80dqYmHxI9LAIw4gIQaHSvBm83A,0.03,0.03,0.03,0.03,0.03,0.03,False,False,1666389600000
176312242,Sticker | dycha (Glitter) | Antwerp 2022,Sticker | dycha (Glitter) | Antwerp 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRcQljHQva9hZ-BARJnLANosqOmIwZf1P_BZSlH_uO6lZKMkrmlMbiAwjkE6pIi2OyUpd6j3VXj-RBpZDvxd4aTJg85NF2B_QK_kum-m9bi61nxKiMG,0.07,0.03,0.06,0.14,0.05,0.039,False,False,1651622400000
176312600,Sticker | dycha (Gold) | Antwerp 2022,Sticker | dycha (Gold) | Antwerp 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRcQljHQva9hZ-BARJnLANosqOmIwZf1PzEdQJO7c6xkc7ZxfStYriAwDNQvcYji7uZpN-ijgWwqEduZGGhIIbGcwQ4N1jV-ljt366x0r0Ad6lR,4.45,1.05,2.98,4.64,2.88,2.79,True,LOW_SALES_WEEK,1651629600000
176312318,Sticker | dycha (Holo) | Antwerp 2022,Sticker | dycha (Holo) | Antwerp 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRcQljHQva9hZ-BARJnLANosqOmIwZf2_zEfgJO7c6xkc6OlqD3N7jXzjIBuMYp2LmU9tigjlXm-hBrY2z3IoSXIw9tN1uBrlO-366x0g4su7hd,1.12,0.62,1.32,2.21,1.43,1.4305,False,False,1651622400000
176312182,Sticker | dycha | Antwerp 2022,Sticker | dycha | Antwerp 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRcQljHQva9hZ-BARJnLANosqOmIwZf3_LadjgM7diyl4OKzq6na-7UlG0E7cMoj7qTo9Sm3Qyx-EtsNTv1I4fHJgc9ZkaQpAYTf9kOgg,0.03,0.03,0.03,0.03,0.03,0.03,False,False,1651622400000
176274565,Sticker | electroNic (Gold) | Stockholm 2021,Sticker | electroNic (Gold) | Stockholm 2021,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulROWEPTTOz_h52CHE59IjtSur-mPxVv3frLTjpN4NiJmIGZkPK6Yr6DzjoJ7ZMli-vErIqg2ATm_kQ6ZGmhLYGQdQdqY1rZ_AC7w-3ph4j84srGdLJV7w,6.74,5.36,6.33,8.1,6.09,5.7115,False,False,1636502400000
176274549,Sticker | electroNic (Holo) | Stockholm 2021,Sticker | electroNic (Holo) | Stockholm 2021,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulROWEPTTOz_h52CHE59IjtSur-mPxVv3frLTjVN4NOJmIGZkPK6Zr7Vx2oGupZwie-T99Sj2ALs-0NtZTigLYTBJAc-YFzR-FLtye-5hIj84sooyEfbSQ,0.59,0.19,0.52,0.94,0.44,0.37,False,False,1636502400000
176274535,Sticker | electroNic | Stockholm 2021,Sticker | electroNic | Stockholm 2021,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulROWEPTTOz_h52CHE59IjtSur-mPxVv3frLTjFD_tuz2tiPk6L1Zr-Dwj4HvJMk27vHpdv2ilHnqko_aj2gcYadJA46N1zS8wWggbC4xH3VuO4,0.03,0.03,0.03,0.03,0.03,0.03,False,False,1636502400000
175865665,Sticker | electronic (Foil) | Atlanta 2017,Sticker | electronic (Foil) | Atlanta 2017,#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRcWEDRSfCshZ-CBBJnLANos7agKBNy3P3BcgJE49W62tHZxfP1Y73Xz29Sv5Yoie3F9I_zjFDlqBJtZW_7doCdIwFqYQuBrgWggbC4d4wGLCk,56.37,56.37,72.37,82.84,72.37,67.1315,True,LOW_SALES_3PLUS_MONTHS,1484265600000
176079864,Sticker | electronic (Foil) | Berlin 2019,Sticker | electronic (Foil) | Berlin 2019,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRfSV7cTur_h56KHE59IjtSur-mPxVv3frLTjtN5dD4woHSlfSnauiGkz8E7ZEg3byV99-t3FHgrkZrZWr2ddDHdlA4YlnV8k_-n7nwXEpDBA,0.3,0.28,0.39,0.42,0.38,0.394,False,False,1565737200000
175945415,Sticker | electronic (Foil) | Boston 2018,Sticker | electronic (Foil) | Boston 2018,#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRfQ1_ESOr_h56LHE59IjtSur-mPxVv3frLTjtN5dD4x4GJkqDwYrmBwjNUvZZw3b2So9uijFa18kRrYz36dtCUJwNrZV6FqU_-n7ngS7mlhA,8.83,6.24,8.02,11.33,8.37,8.405000000000001,True,LOW_SALES_3PLUS_MONTHS,1513728000000
176036785,Sticker | electronic (Foil) | Katowice 2019,Sticker | electronic (Foil) | Katowice 2019,#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRWTVjfUO2u0p2DAgQ7Ng1Qib-pLgR0wfzGeD596tO_mM7blK6iNemJxj0B7ZEj2bjF94qsiwCw80RoMmr1d4CTJgE9YQ3RrlC2366x0iQdxjdH,6.22,1.14,4.68,6.22,4.66,4.75,True,LOW_SALES_3PLUS_MONTHS,1549497600000
175906014,Sticker | electronic (Foil) | Krakow 2017,Sticker | electronic (Foil) | Krakow 2017,#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRWXk3bSPP_h56EHE59IjtSur-mPxVv3frLTjtN5dD4ktbTlK6sYuLSlGlV7ZMm27iZot-m2Qzk8kRoNmn6IYGSdw48NwvX_k_-n7lRKWyMXQ,74.83,69.65,78.82,102.08,78.82,78.03,True,LOW_SALES_3PLUS_MONTHS,1499382000000
176004423,Sticker | electronic (Foil) | London 2018,Sticker | electronic (Foil) | London 2018,#D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRRQ0LUSOr_h56LHE59IjtSur-mPxVv3frLTjtN5dD4kdGIla-iMurUxToJuZIl2b2Xo92t3Q3n_EFpZzqmd4CcdQ4-Zw7W80_-n7lZoMMwrg,2.23,1.2,2.15,2.9,2.09,2.1,True,LOW_SALES_3PLUS_MONTHS,1535583600000
176312070,Sticker | electronic (Glitter) | Antwerp 2022,Sticker | electronic (Glitter) | Antwerp 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRcQljHQva9hZ-BARJnLANos7agKBNy3P3BcgJF4NWigIWZqPv1IbzU2DIEv8F13urFo92gjgG1_BFuMmvzcoCXewU7Z1DQ_we2lO3o1p68tMzXiSw0a2mT5ok,0.17,0.05,0.15,0.28,0.12,0.091,False,False,1651622400000
176339761,Sticker | electronic (Glitter) | Rio 2022,Sticker | electronic (Glitter) | Rio 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRPRUOCF7b_mNzaVGJxKQFUoqiqJQ5j7PTEeClW6c6JmIGZkPK6Y-yGlztQsZUn2-2R8NzziQ3g-Bc_MW6gJYaXewY-aFrY-1Xow--60Yj84sou1XJ4Gg,0.26,0.09,0.2,0.32,0.18,0.15,False,False,1666389600000
176312612,Sticker | electronic (Gold) | Antwerp 2022,Sticker | electronic (Gold) | Antwerp 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRcQljHQva9hZ-BARJnLANos7agKBNy3P3BcgJF49Cyq4yKhfDxferSkjIA6ZwmieiXpd-l2lLnqURlYGz7JdfAdw4_Mw6F8gC_yL_n0ZSi_MOehX1zYE4,15.91,5.78,11.92,18.76,11.58,11.559,True,LOW_SALES_3PLUS_MONTHS,1651629600000
176079798,Sticker | electronic (Gold) | Berlin 2019,Sticker | electronic (Gold) | Berlin 2019,D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRfSV7cTur_h56KHE59IjtSur-mPxVv3frLTjpN4Nj4wdHfwfGsMuKAwjsI65wl0r2VoYiljFbg_0FsMm7wLdfGdQc5YQnZ_U_-n7mMawf1dQ,13.92,12.14,13.49,16.03,13.19,13.23,True,LOW_SALES_3PLUS_MONTHS,1565737200000
175945211,Sticker | electronic (Gold) | Boston 2018,Sticker | electronic (Gold) | Boston 2018,#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRfQ1_ESOr_h56LHE59IjtSur-mPxVv3frLTjpN4Nj4ldSJwK-hZrnQkz5SsZRy3buU9t-l2VKxqkJrYGmiJoCcelU8Y17XrE_-n7m3_-MZlg,479.62,3.31,17.45,494.38,29.39,10.495,True,NO_SALES_3PLUS_MONTHS,1513728000000
176037058,Sticker | electronic (Gold) | Katowice 2019,Sticker | electronic (Gold) | Katowice 2019,#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRWTVjfUO2u0p2DAgQ7Ng1Qib-pLgR0wfzGeD5969O6kM6JwvGja7qAzzwJ6scj3byQ9t2s3Azt-EtuNj-iIYGWJ1VvM1CFrlnq366x0sORL3Qh,110.65,68.66,92.01,110.65,92.01,82.695,True,LOW_SALES_3PLUS_MONTHS,1549584000000
175906031,Sticker | electronic (Gold) | Krakow 2017,Sticker | electronic (Gold) | Krakow 2017,#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRWXk3bSPP_h56EHE59IjtSur-mPxVv3frLTjpN4Nj4ktiPlPWiauOIx2pXvcEi2u_H8diliwzj-EQ4ZmzycoKcdQJrNQyErk_-n7nBD7HbBw,1311.27,1.56,50.63,1800.0,100.13,10.815,True,NO_SALES_3PLUS_MONTHS,1499382000000
176004751,Sticker | electronic (Gold) | London 2018,Sticker | electronic (Gold) | London 2018,#D2D2D2,https://community.cloudflare.steamstatic.com/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRRQ0LUSOr_h56LHE59IjtSur-mPxVv3frLTjpN4Nj4xtGIxqWgZeLQlD4DvJUo3-uWrdWn2ley-hI9ZWvyJ9OQIABvYgrS_0_-n7kOX4JfJQ,260.6,5.35,21.73,260.6,33.42,10.382,True,NO_SALES_3PLUS_MONTHS,1535670000000
176339910,Sticker | electronic (Gold) | Rio 2022,Sticker | electronic (Gold) | Rio 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRPRUOCF7b_mNzaVGJxKQFUoqiqJQ5j7PTHfTl94N2kk4XFwKCiZ7-Ezz5SvpQm3OiXo9qg21ew_UZqZD_0cI-UIwNvZl_U-FLtwPCv28HCvmSnkQ,18.33,0.8,10.39,19.15,10.3,9.74,True,LOW_SALES_MONTH,1666393200000
176312211,Sticker | electronic (Holo) | Antwerp 2022,Sticker | electronic (Holo) | Antwerp 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRcQljHQva9hZ-BARJnLANos7agKBNy3P3BcgJK49C5q4yKhfDxfb2Ikm1X6Zdy0-2QrN2njFW1-0FqMm_wdoDDI1Q_YVCF_AS6kLrqhsOi_MOeFkWHkD0,7.96,2.14,6.7,8.57,6.5,6.6705000000000005,False,False,1651622400000
176339630,Sticker | electronic (Holo) | Rio 2022,Sticker | electronic (Holo) | Rio 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRPRUOCF7b_mNzaVGJxKQFUoqiqJQ5j7PvHfTJ94N2kk4XFzqasMujXkDsCuZMn2ruTotXwjlWyr0U4MD31IY-UJ1JtZA6E_Fm5wvCv28HziaROaw,4.59,0.88,2.51,4.59,2.49,2.174,False,False,1666389600000
176312263,Sticker | electronic | Antwerp 2022,Sticker | electronic | Antwerp 2022,D2D2D2,https://steamcommunity-a.akamaihd.net/economy/image/-9a81dlWLwJ2UUGcVs_nsVtzdOEdtWwKGZZLQHTxDZ7I56KU0Zwwo4NUX4oFJZEHLbXQ9QVcJY8gulRcQljHQva9hZ-BARJnLANos7agKBNy3P3BcgJO7c6xkc7ez_OtY7-CxGkF6ZJwjrmSpI-hjVG3-BVqZW36LYORcVdtMlDY-AXo366x0o0TOASG,0.03,0.03,0.03,0.04,0.03,0.03,False,False,1651618800000
