itemID,itemType,itemMarketName,medianPrice
175861954,Gloves,★ Sport Gloves | Superconductor,510.03
175967502,Gloves,★ Specialist Gloves | Fade (Minimal Wear),1276.09
175967433,Gloves,★ Driver Gloves | Overtake (Minimal Wear),277.0
175967494,Gloves,★ Hydra Gloves | Case Hardened (Well-Worn),108.44
175967410,Gloves,★ Sport Gloves | Amphibious (Battle-Scarred),632.5
175967661,Gloves,★ Specialist Gloves | Buckshot (Well-Worn),96.22
175967524,Gloves,★ Hand Wraps | Overprint (Well-Worn),272.14
175967644,Gloves,★ Specialist Gloves | Mogul (Well-Worn),238.83
175967826,Gloves,★ Specialist Gloves | Mogul (Minimal Wear),567.0
175967562,Gloves,★ Hydra Gloves | Emerald (Battle-Scarred),79.37
175967859,Gloves,★ Hand Wraps | Overprint (Minimal Wear),568.41
175967708,Gloves,★ Moto Gloves | Transport (Well-Worn),105.3
175967819,Gloves,★ Sport Gloves | Bronze Morph (Minimal Wear),319.3
175967310,Gloves,★ Specialist Gloves | Buckshot (Battle-Scarred),79.84
175967477,Gloves,★ Driver Gloves | Imperial Plaid (Minimal Wear),766.47
175968446,Gloves,★ Sport Gloves | Vice (Battle-Scarred),904.6
175967726,Gloves,★ Sport Gloves | Vice,1715.16
175967799,Gloves,★ Moto Gloves | POW! (Battle-Scarred),182.59
175968749,Gloves,★ Sport Gloves | Vice (Well-Worn),1406.5
175968724,Gloves,★ Sport Gloves | Amphibious (Well-Worn),806.09
175968453,Gloves,★ Specialist Gloves | Crimson Web (Minimal Wear),879.25
175967394,Gloves,★ Hand Wraps | Cobalt Skulls (Minimal Wear),1080.78
175968939,Gloves,★ Specialist Gloves | Crimson Web (Well-Worn),275.66
175968206,Gloves,★ Hydra Gloves | Rattler (Well-Worn),75.65
175967417,Gloves,★ Specialist Gloves | Crimson Web (Battle-Scarred),184.83
175969277,Gloves,★ Sport Gloves | Omega (Well-Worn),565.36
175968402,Gloves,★ Hand Wraps | Cobalt Skulls (Well-Worn),469.37
175970224,Gloves,★ Moto Gloves | POW! (Well-Worn),364.1
175970327,Gloves,★ Hydra Gloves | Mangrove (Factory New),320.56
175973542,Gloves,★ Hand Wraps | Arboreal,401.94
175978332,Gloves,★ Specialist Gloves | Mogul,1323.2
175981069,Gloves,★ Specialist Gloves | Buckshot (Factory New),337.09
175982378,Gloves,★ Hand Wraps | Duct Tape,384.49
175971359,Gloves,★ Hydra Gloves | Emerald,427.75
175978889,Gloves,★ Hydra Gloves | Rattler,346.6
175984358,Gloves,★ Moto Gloves | Turtle,
175986716,Gloves,★ Hydra Gloves | Case Hardened,565.99
175990024,Gloves,★ Driver Gloves | Racing Green,360.71
176000209,Gloves,★ Specialist Gloves | Crimson Web,1422.54
175980217,Gloves,★ Driver Gloves | Overtake,746.21
175989462,Gloves,★ Moto Gloves | Transport (Factory New),830.35
175994037,Gloves,★ Moto Gloves | Polygon,912.5
175974178,Gloves,★ Sport Gloves | Bronze Morph,1276.93
176035092,Gloves,★ Hand Wraps | Overprint,991.73
